run_accession	study_accession	secondary_study_accession	sample_accession	secondary_sample_accession	sample_alias	sample_title	experiment_accession	scientific_name	library_name	library_layout	library_strategy	library_source	library_selection	instrument_platform	instrument_model	fastq_ftp	fastq_md5	submitted_ftp	submitted_md5
ERR13336538	PRJEB73710	ERP158450	SAMEA115396792	ERS18417373	Wild rice W1809	W1809 HiFi whole-genome sequencing	ERX12707504	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/038/ERR13336538/ERR13336538_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/038/ERR13336538/ERR13336538_2.fastq.gz	f4a5a72a29de9f2c145178964b7001ad;20e3483614ce5f1911baa74742775fc7	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336538/W1809_leaf_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336538/W1809_leaf_clean_2.fastq.gz	1970b02cb7d854dd40f8eaa3b518dffa;ed244199e077d70aa4e297a1547a1fd1
ERR13336539	PRJEB73710	ERP158450	SAMEA115396793	ERS18417374	Wild rice W1810	W1810 HiFi whole-genome sequencing	ERX12707505	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/039/ERR13336539/ERR13336539_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/039/ERR13336539/ERR13336539_2.fastq.gz	02be310826ca7f4113b5a570f40e0c96;695e500c2cd3b9bdceaa38b0304e1d92	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336539/W1810_leaf_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336539/W1810_leaf_clean_2.fastq.gz	904b30cae7ed1dbbdd687f71bf28592a;e3fb8dc1aede107865854d44a882541f
ERR13336540	PRJEB73710	ERP158450	SAMEA115396794	ERS18417375	Wild rice W1825	W1825 HiFi whole-genome sequencing	ERX12707506	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/040/ERR13336540/ERR13336540_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/040/ERR13336540/ERR13336540_2.fastq.gz	30fcf64de9b5711aabd5fac81f46dbd2;fceb40f835272000c30c2cfb542214a4	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336540/W1825_leaf_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336540/W1825_leaf_clean_2.fastq.gz	409c87fe281aee9a1d4139fd45e6b680;5ab1781035fe4b5c20236701f23e09f6
ERR13336547	PRJEB73710	ERP158450	SAMEA115396801	ERS18417382	Wild rice W1919	W1919 HiFi whole-genome sequencing	ERX12707513	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/047/ERR13336547/ERR13336547_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/047/ERR13336547/ERR13336547_2.fastq.gz	ab4b26a11523ea0481114de2e49f2187;c717c4391a48a81c6d3f794ae0cc8120	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336547/W1919_leaf_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336547/W1919_leaf_clean_2.fastq.gz	8ced1b281b74611eeb3526265984f8c3;193721538ed4d0b2df5a4e22f3f491cc
ERR13336549	PRJEB73710	ERP158450	SAMEA115396804	ERS18417385	Wild rice W1970	W1970 HiFi whole-genome sequencing	ERX12707515	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/049/ERR13336549/ERR13336549_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/049/ERR13336549/ERR13336549_2.fastq.gz	cc0a2ba4ed658d703c678c3554b0bf4f;34995a0165d67019c073943015c32ef0	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336549/W1970_leaf_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336549/W1970_leaf_clean_2.fastq.gz	9376696533b0de3ee6f5e297eed7b9cd;b126eccb39a6b95da223224b6dc5ab8d
ERR13336550	PRJEB73710	ERP158450	SAMEA115396805	ERS18417386	Wild rice W1976	W1976 HiFi whole-genome sequencing	ERX12707516	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/050/ERR13336550/ERR13336550_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/050/ERR13336550/ERR13336550_2.fastq.gz	556341abc1fb4cf484cee211ba38d561;f2f2fb122326a539ecca4f6a10e30847	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336550/W1976_leaf_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336550/W1976_leaf_clean_2.fastq.gz	c6db9d9f3e1b177613896b7f9131e2c3;b793802713f9dae82268a0c8bda63eae
ERR13336556	PRJEB73710	ERP158450	SAMEA115396811	ERS18417392	Wild rice W2064	W2064 HiFi whole-genome sequencing	ERX12707522	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/056/ERR13336556/ERR13336556_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/056/ERR13336556/ERR13336556_2.fastq.gz	1f9f609b5e31e9fb7dac50b3c58fcc97;80c5ca54ee84f19e0e0ae2ffc2c5afcd	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336556/W2064_leaf_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336556/W2064_leaf_clean_2.fastq.gz	a6a9492a459db35fd8804dc3c97e6017;7b827096dcbbe56f5ed3599f2a881d28
ERR13336561	PRJEB73710	ERP158450	SAMEA115396816	ERS18417397	Wild rice W2267	W2267 HiFi whole-genome sequencing	ERX12707527	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/061/ERR13336561/ERR13336561_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/061/ERR13336561/ERR13336561_2.fastq.gz	8a0f785b0d9c931e215f386279a54272;d28dec80f5487faaaf756898d28a0cf5	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336561/W2267_leaf_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336561/W2267_leaf_clean_2.fastq.gz	220e251f821cc84044e98937bb404807;b8f9bd3409ac929a143def40a5fa1e7a
ERR13336562	PRJEB73710	ERP158450	SAMEA115396817	ERS18417398	Wild rice W2275	W2275 HiFi whole-genome sequencing	ERX12707528	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/062/ERR13336562/ERR13336562_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/062/ERR13336562/ERR13336562_2.fastq.gz	827116e278b18a51c676d22ae265a4c1;13b0e6d3d44ca27aa2c1b04d8e0833b9	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336562/W2275_leaf_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336562/W2275_leaf_clean_2.fastq.gz	c54e9a26271e3fb21f835ee16c310f2d;c60c05278038128c124638657948376c
ERR13336570	PRJEB73710	ERP158450	SAMEA115396826	ERS18417407	Wild rice W2320	W2320 HiFi whole-genome sequencing	ERX12707536	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/070/ERR13336570/ERR13336570_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/070/ERR13336570/ERR13336570_2.fastq.gz	ed8c4ff3c0105b7d4cf9a24756043f21;33fd5ab52ae76b56efe78a9491146ce2	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336570/W2320_leaf_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336570/W2320_leaf_clean_2.fastq.gz	20fff8b289dcbe65e5fe6c9c66d99e61;f8f3bac3d1f1b5309a74cd9a719a1a44
ERR13336574	PRJEB73710	ERP158450	SAMEA115396830	ERS18417411	Wild rice W3007	W3007 ONT whole-genome sequencing	ERX12707540	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/074/ERR13336574/ERR13336574_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/074/ERR13336574/ERR13336574_2.fastq.gz	c22ed218851b7d9a57b6bbb3146b2050;4dfb72a43f97b9b08e9b3e1a4acf522f	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336574/W3007_leaf_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336574/W3007_leaf_clean_2.fastq.gz	defa8bc500da1be9914baf2e708566e7;35cf325379704db751869009430a95db
ERR13336576	PRJEB73710	ERP158450	SAMEA115396832	ERS18417413	Wild rice W3012	W3012 HiFi whole-genome sequencing	ERX12707542	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/076/ERR13336576/ERR13336576_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/076/ERR13336576/ERR13336576_2.fastq.gz	2afc42900e020b9720a2f8feddfab9dd;7077ad4a07172f316b0761fe055e18a6	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336576/W3012_leaf_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336576/W3012_leaf_clean_2.fastq.gz	8c7eb313d5ea29310a41b8a406e5389e;ad0e3008170b12d31f5ee8c3f56686cc
ERR13336577	PRJEB73710	ERP158450	SAMEA115396833	ERS18417414	Wild rice W3029	W3029 HiFi whole-genome sequencing	ERX12707543	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/077/ERR13336577/ERR13336577_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/077/ERR13336577/ERR13336577_2.fastq.gz	73bea72bf79044e4cd3b343344cb8a76;fca3fec72f38b38bca07ea1d61168bde	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336577/W3029_leaf_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336577/W3029_leaf_clean_2.fastq.gz	5e89c7237b535e670dbefea2f90bdee3;64f024b9ec8b59c3a7141242860a2670
ERR13336579	PRJEB73710	ERP158450	SAMEA115396835	ERS18417416	Wild rice W3035	W3035 HiFi whole-genome sequencing	ERX12707545	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/079/ERR13336579/ERR13336579_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/079/ERR13336579/ERR13336579_2.fastq.gz	ce110016db2223386ae20a2191375a1a;e4630932268b06b974e507b0f220f832	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336579/W3035_leaf_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336579/W3035_leaf_clean_2.fastq.gz	a717bdb6795d2d084adc44f019fdb9aa;7d91b658ee436d637a982f2fa3f946ba
ERR13336581	PRJEB73710	ERP158450	SAMEA115396837	ERS18417418	Wild rice W3038	W3038 ONT whole-genome sequencing	ERX12707547	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/081/ERR13336581/ERR13336581_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/081/ERR13336581/ERR13336581_2.fastq.gz	c78ca008d14b53617b4d59927f0d9ed0;61fe082b0f10707db1dda99c2aca1671	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336581/W3038_leaf_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336581/W3038_leaf_clean_2.fastq.gz	ee07f957395b6d954909e86ac803fb6c;ea91389a43e0ae743ff9604d92caa0e1
ERR13336585	PRJEB73710	ERP158450	SAMEA115396841	ERS18417422	Wild rice W3051	W3051 HiFi whole-genome sequencing	ERX12707551	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/085/ERR13336585/ERR13336585_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/085/ERR13336585/ERR13336585_2.fastq.gz	fa0f5430ed98355771bd715ff49164d1;407e5c9c4a56fb7d7bfc887587a6c4f2	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336585/W3051_leaf_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336585/W3051_leaf_clean_2.fastq.gz	cb661cafb3bd6f482e43c5905d349716;4562564dc4a3f3531910ec6d84724011
ERR13336586	PRJEB73710	ERP158450	SAMEA115396842	ERS18417423	Wild rice W3052	W3052 HiFi whole-genome sequencing	ERX12707552	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/086/ERR13336586/ERR13336586_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/086/ERR13336586/ERR13336586_2.fastq.gz	b12222994c34bef41ddfe09ebc9a8a13;6d15e0bf67f73fd125de2dbb9a8da625	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336586/W3052_leaf_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336586/W3052_leaf_clean_2.fastq.gz	8ef5b24c8b3f79034a585727f9ed7181;2252c62604fff4383a017aff0862099f
ERR13336589	PRJEB73710	ERP158450	SAMEA115396845	ERS18417426	Wild rice W3063	W3063 HiFi whole-genome sequencing	ERX12707555	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/089/ERR13336589/ERR13336589_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/089/ERR13336589/ERR13336589_2.fastq.gz	eb20fc7250d9cee58914bc6221e25325;ec9fcfa97269eee07bcee390f99b592f	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336589/W3063_leaf_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336589/W3063_leaf_clean_2.fastq.gz	63b7e01767726597e128e9c49bf5ee43;c57abfa5bcec25ba231dddc2415374af
ERR13336590	PRJEB73710	ERP158450	SAMEA115396846	ERS18417427	Wild rice W3066	W3066 HiFi whole-genome sequencing	ERX12707556	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/090/ERR13336590/ERR13336590_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/090/ERR13336590/ERR13336590_2.fastq.gz	49bfd806864f5c9c74431d7628167c78;8f6298222bee78e6473c3d4214323f39	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336590/W3066_leaf_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336590/W3066_leaf_clean_2.fastq.gz	2e9f0bd90cd113dac52aa41c80b8da56;ba6c1ebcad34ddfe2db0628cbeda5d08
ERR13336593	PRJEB73710	ERP158450	SAMEA115396849	ERS18417430	Wild rice W3082	W3082 HiFi whole-genome sequencing	ERX12707559	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/093/ERR13336593/ERR13336593_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/093/ERR13336593/ERR13336593_2.fastq.gz	c9ff6329101a444e7cde318a276f5d1b;7e4bce3327a92882414186e5ae15b3e5	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336593/W3082_leaf_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336593/W3082_leaf_clean_2.fastq.gz	129dfc9677024b740641035bdfd83065;e7f22bddc3f01061c6543e437151fa53
ERR13336604	PRJEB73710	ERP158450	SAMEA115396713	ERS18417294	Rice GP505	GP505 HiFi whole-genome sequencing	ERX12707570	Oryza sativa		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/004/ERR13336604/ERR13336604_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/004/ERR13336604/ERR13336604_2.fastq.gz	faa9adfa690060d01964970fe09c3f6e;cda11e32f3cebf7ed60956a627e37a50	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336604/GP505_root_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336604/GP505_root_clean_2.fastq.gz	c8e163f5697a80b59c4be36eaeada2e5;0fcc8bc436c9bbc8b5e50e6351ba42bc
ERR13336606	PRJEB73710	ERP158450	SAMEA115396715	ERS18417296	Rice GP524	GP524 HiFi whole-genome sequencing	ERX12707572	Oryza sativa		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/006/ERR13336606/ERR13336606_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/006/ERR13336606/ERR13336606_2.fastq.gz	efa1042706178cfa6d4d67ec1e45e542;7b5b82e85e416e5eb397cf7d7422a28d	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336606/GP524_root_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336606/GP524_root_clean_2.fastq.gz	f95ba000c48d72bca7f7698969811de0;c642a3a7e31926a48d425511b461bf1d
ERR13336607	PRJEB73710	ERP158450	SAMEA115396716	ERS18417297	Rice GP543	GP543 ONT whole-genome sequencing	ERX12707573	Oryza sativa		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/007/ERR13336607/ERR13336607_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/007/ERR13336607/ERR13336607_2.fastq.gz	49f23620ac2fe16ca14baaa2aa9348cb;07719711845aabda2bb6c5c567cd0d25	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336607/GP543_root_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336607/GP543_root_clean_2.fastq.gz	990be0d6695c868ecab7e7107b84887a;fe7ffcdae8c7450ea64cadba4c7cda48
ERR13336608	PRJEB73710	ERP158450	SAMEA115396717	ERS18417298	Rice GP58	GP58 HiFi whole-genome sequencing	ERX12707574	Oryza sativa		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/008/ERR13336608/ERR13336608_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/008/ERR13336608/ERR13336608_2.fastq.gz	b6ba77d085c1e97f3c6d7a6d55e0df33;1deb3c6a761ac9bcb6d0f8c53cf67d0c	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336608/GP58_root_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336608/GP58_root_clean_2.fastq.gz	8a8597d2694167742d2ec778618f2429;f04aa81d0a17b75ef98df607e96a2584
ERR13336612	PRJEB73710	ERP158450	SAMEA115396721	ERS18417302	Rice HP436	HP436 HiFi whole-genome sequencing	ERX12707578	Oryza sativa		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/012/ERR13336612/ERR13336612_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/012/ERR13336612/ERR13336612_2.fastq.gz	b5631a22c0b888ebb2287f2353b96d57;b6a9be86691dc4c46d4305faf84e7e05	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336612/HP436_root_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336612/HP436_root_clean_2.fastq.gz	084d5ec9fa8b59e404d3ebf9eaf47870;873fb7418af1183d5e27e5671edaf7fa
ERR13336616	PRJEB73710	ERP158450	SAMEA115396855	ERS18417436	Rice OL3101	OL3101 HiFi whole-genome sequencing	ERX12707582	Oryza longistaminata		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/016/ERR13336616/ERR13336616_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/016/ERR13336616/ERR13336616_2.fastq.gz	c2598fdfebffbde99ae9363e40ad2a1a;362b3d5efc85aad2caa128aff3f4123f	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336616/OL3101_root_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336616/OL3101_root_clean_2.fastq.gz	e73e3d9a63f9aed625e5eff64f52c8ef;67fb2ceb12c2e939066b3514e13641e0
ERR13336618	PRJEB73710	ERP158450	SAMEA115396803	ERS18417384	Rice OM1952	OM1952 ONT whole-genome sequencing	ERX12707584	Oryza meridionalis		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/018/ERR13336618/ERR13336618_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/018/ERR13336618/ERR13336618_2.fastq.gz	a4897e0eb8d188e67d31b804b8872832;5178b0c4dc26b3ef6fc8a97e99cf0594	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336618/OM1952_root_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336618/OM1952_root_clean_2.fastq.gz	31a1d68f4c72f488703cd691b04b5b8c;dab23561e57be496176af850691368d4
ERR13336619	PRJEB73710	ERP158450	SAMEA115396724	ERS18417305	Wild rice W0103	W0103 HiFi whole-genome sequencing	ERX12707585	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/019/ERR13336619/ERR13336619_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/019/ERR13336619/ERR13336619_2.fastq.gz	cacb03b2aed620b4b31d79b0f33ad100;8bf77e7d0d9935e1849deb294294cef3	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336619/W0103_root_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336619/W0103_root_clean_2.fastq.gz	e4ae21126d0dc27fdcab08ce4447881b;a1f83cbcf782defd52a67d2421cbb99b
ERR13336621	PRJEB73710	ERP158450	SAMEA115396726	ERS18417307	Wild rice W0108	W0108 HiFi whole-genome sequencing	ERX12707587	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/021/ERR13336621/ERR13336621_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/021/ERR13336621/ERR13336621_2.fastq.gz	b7f4c9a1016e8ee1c9d357ee6055fe3f;89303afd1b4f874c0de0b43ecf85b6ce	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336621/W0108_root_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336621/W0108_root_clean_2.fastq.gz	f29b32ff7d002123e1379f58258ce627;5fedcfa9bd196d2fbc1cc843f493bcbf
ERR13336626	PRJEB73710	ERP158450	SAMEA115396731	ERS18417312	Wild rice W0143	W0143 HiFi whole-genome sequencing	ERX12707592	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/026/ERR13336626/ERR13336626_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/026/ERR13336626/ERR13336626_2.fastq.gz	3d98ec3837038914bfe04126a9cf5ba1;bec5809585bf9021322bc96d0b2c1676	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336626/W0143_root_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336626/W0143_root_clean_2.fastq.gz	ff3ad6f7a4e649604bd8be70d34101da;71579dedcfb23b068beeb0fbe2e7cd32
ERR13336634	PRJEB73710	ERP158450	SAMEA115396739	ERS18417320	Wild rice W0171	W0171 HiFi whole-genome sequencing	ERX12707600	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/034/ERR13336634/ERR13336634_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/034/ERR13336634/ERR13336634_2.fastq.gz	ee1cc7133f184afda723d6cd216f3edb;dd94300e74eeaeca27af138d200307c7	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336634/W0171_root_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336634/W0171_root_clean_2.fastq.gz	c55ab8cf3d7ac65f456daff4a3a6605e;663fcecef2ac2d0381a380110695f718
